period,manager_type,sector,net_flow,gross_flow
2024-03-31,Asset Manager - Index/Active,Consumer Discretionary,1371734421.4310598,7697377720.073101
2024-03-31,Asset Manager - Index/Active,Consumer Staples,12730947841.823906,15349765317.283546
2024-03-31,Asset Manager - Index/Active,ETF - Broad Equity,2735939559.1983123,17645505209.435074
2024-03-31,Asset Manager - Index/Active,ETF - Commodity,-1387554578.7276425,1406707522.700624
2024-03-31,Asset Manager - Index/Active,ETF - Fixed Income,-1309091963.3979907,2353644088.427199
2024-03-31,Asset Manager - Index/Active,ETF - International Equity,1207935666.6478937,3413841851.898613
2024-03-31,Asset Manager - Index/Active,ETF - Sector,302644842.1680697,414918552.9615506
2024-03-31,Asset Manager - Index/Active,ETF - Thematic,-37467320.0,37467320.0
2024-03-31,Asset Manager - Index/Active,Energy,184332770.3160606,5372543464.660359
2024-03-31,Asset Manager - Index/Active,Financials,3572873208.0847716,11385168152.795977
2024-03-31,Asset Manager - Index/Active,Health Care,2170094982.9922066,9727693457.44607
2024-03-31,Asset Manager - Index/Active,Industrials,1887886354.0022452,5183432269.252062
2024-03-31,Asset Manager - Index/Active,Information Technology,6225640555.226387,13099881681.632929
2024-03-31,Asset Manager - Index/Active,Materials,-63057528.32717427,2373524417.6848702
2024-03-31,Asset Manager - Index/Active,Real Estate,2278201523.4371834,2903446969.913952
2024-03-31,Asset Manager - Index/Active,Unclassified,1603501454.6721709,61167240111.222046
2024-03-31,Asset Manager - Index/Active,Utilities,-58365203.213735424,424147449.60487264
2024-03-31,Asset Manager - Value,Communication Services,564436650.984083,2735505553.9589696
2024-03-31,Asset Manager - Value,Consumer Discretionary,-1044396520.1822288,1582485443.36488
2024-03-31,Asset Manager - Value,Consumer Staples,148145443.80932584,168186850.22263464
2024-03-31,Asset Manager - Value,ETF - Broad Equity,-12451040.353500431,12451040.353500431
2024-03-31,Asset Manager - Value,ETF - International Equity,-771885.0,771885.0
2024-03-31,Asset Manager - Value,Energy,-285753509.55936223,946478785.8258923
2024-03-31,Asset Manager - Value,Financials,-2039442003.7992423,4229349352.8476634
2024-03-31,Asset Manager - Value,Health Care,193903511.986315,2066205934.114383
2024-03-31,Asset Manager - Value,Industrials,1508532592.8985648,2175586381.1023555
2024-03-31,Asset Manager - Value,Information Technology,-765948726.6856883,1747177374.2776616
2024-03-31,Asset Manager - Value,Materials,-136981.3700853271,136981.3700853271
2024-03-31,Asset Manager - Value,Real Estate,-8536344.911776535,11282669.750942461
2024-03-31,Asset Manager - Value,Unclassified,1669783404.2915828,10924777683.03196
2024-03-31,Asset Manager - Value,Utilities,978466661.0,978466661.0
2024-03-31,Conglomerate / Long-only Value,Communication Services,6095215620.0,6095215620.0
2024-03-31,Conglomerate / Long-only Value,Consumer Discretionary,1827323551.0,1827323551.0
2024-03-31,Conglomerate / Long-only Value,Consumer Staples,39344424784.0,39344424784.0
2024-03-31,Conglomerate / Long-only Value,ETF - Broad Equity,41279058.0,41279058.0
2024-03-31,Conglomerate / Long-only Value,Energy,35517595992.0,35517595992.0
2024-03-31,Conglomerate / Long-only Value,Financials,97039886566.15508,97039886566.15508
2024-03-31,Conglomerate / Long-only Value,Health Care,4982993438.0,4982993438.0
2024-03-31,Conglomerate / Long-only Value,Information Technology,138779449386.0,138779449386.0
2024-03-31,Conglomerate / Long-only Value,Materials,553633733.0,553633733.0
2024-03-31,Conglomerate / Long-only Value,Unclassified,2290091204.0,2290091204.0
2024-03-31,Family Office - Macro,Communication Services,21321558.18981634,60707657.01583622
2024-03-31,Family Office - Macro,Consumer Discretionary,-61394972.72570767,462371952.5644741
2024-03-31,Family Office - Macro,Consumer Staples,-28805000.0,28805000.0
2024-03-31,Family Office - Macro,ETF - Broad Equity,-572356616.0321509,1014900697.9678491
2024-03-31,Family Office - Macro,ETF - Fixed Income,4378400.0,159158400.0
2024-03-31,Family Office - Macro,ETF - International Equity,0.0,0.0
2024-03-31,Family Office - Macro,ETF - Sector,83353000.0,115018000.0
2024-03-31,Family Office - Macro,Energy,24094907.679138668,52099352.21857662
2024-03-31,Family Office - Macro,Financials,-53134333.5039876,166451009.5039876
2024-03-31,Family Office - Macro,Health Care,59660636.019481905,348103151.9805181
2024-03-31,Family Office - Macro,Industrials,16654503.900241606,29919077.863811042
2024-03-31,Family Office - Macro,Information Technology,-253832998.96441483,257282853.1494151
2024-03-31,Family Office - Macro,Materials,27793280.322563685,27915296.322563685
2024-03-31,Family Office - Macro,Real Estate,10515853.0,10553741.0
2024-03-31,Family Office - Macro,Unclassified,-1292187406.0038607,3484971751.8014803
2024-03-31,Family Office - Macro,Utilities,1080335.0,1080335.0
2024-03-31,Foundation / Endowment,Consumer Discretionary,0.0,0.0
2024-03-31,Foundation / Endowment,Consumer Staples,364649334.0,364649334.0
2024-03-31,Foundation / Endowment,Financials,-1098924730.9735477,1098924730.9735477
2024-03-31,Foundation / Endowment,Health Care,0.0,0.0
2024-03-31,Foundation / Endowment,Industrials,0.0,0.0
2024-03-31,Foundation / Endowment,Information Technology,-719966355.8475015,719966355.8475015
2024-03-31,Foundation / Endowment,Unclassified,-1086562.0,1925938.0
2024-03-31,Hedge Fund - Activist,Communication Services,23891196.914507262,141286659.0658686
2024-03-31,Hedge Fund - Activist,Consumer Discretionary,-464456435.81484544,561003551.8148454
2024-03-31,Hedge Fund - Activist,Consumer Staples,0.0,0.0
2024-03-31,Hedge Fund - Activist,ETF - Broad Equity,-3934605377.0577435,4272822978.9422565
2024-03-31,Hedge Fund - Activist,ETF - Fixed Income,39446500.0,476553500.0
2024-03-31,Hedge Fund - Activist,ETF - Sector,-285496650.0,652665150.0
2024-03-31,Hedge Fund - Activist,Energy,942256571.9198949,2890172371.919895
2024-03-31,Hedge Fund - Activist,Financials,-379301777.63946813,441455567.63946813
2024-03-31,Hedge Fund - Activist,Health Care,-15781927.108572528,105773927.13142747
2024-03-31,Hedge Fund - Activist,Industrials,-326980500.0,326980500.0
2024-03-31,Hedge Fund - Activist,Information Technology,-612002255.5342247,906766253.7060624
2024-03-31,Hedge Fund - Activist,Materials,0.0,0.0
2024-03-31,Hedge Fund - Activist,Real Estate,18074727.0,18074727.0
2024-03-31,Hedge Fund - Activist,Unclassified,-535529032.51044345,3989462041.985158
2024-03-31,Hedge Fund - Activist,Utilities,0.0,0.0
2024-03-31,Hedge Fund - Contrarian Value,Communication Services,-14251025.0,14251025.0
2024-03-31,Hedge Fund - Contrarian Value,Consumer Discretionary,-4708775.0,23262275.0
2024-03-31,Hedge Fund - Contrarian Value,ETF - Commodity,7624612.0,7624612.0
2024-03-31,Hedge Fund - Contrarian Value,Energy,1970250.0,1970250.0
2024-03-31,Hedge Fund - Contrarian Value,Financials,1581000.0,1581000.0
2024-03-31,Hedge Fund - Contrarian Value,Health Care,3799050.0,14063850.0
2024-03-31,Hedge Fund - Contrarian Value,Information Technology,-5271500.0,5271500.0
2024-03-31,Hedge Fund - Contrarian Value,Unclassified,11403158.931088146,36826362.93108815
2024-03-31,Hedge Fund - Event Driven,Communication Services,489694080.0,489694080.0
2024-03-31,Hedge Fund - Event Driven,Consumer Discretionary,290127619.0,290127619.0
2024-03-31,Hedge Fund - Event Driven,Energy,1791000.0,1791000.0
2024-03-31,Hedge Fund - Event Driven,Financials,299422250.0,299422250.0
2024-03-31,Hedge Fund - Event Driven,Health Care,-37121700.0,37121700.0
2024-03-31,Hedge Fund - Event Driven,Industrials,-38495000.0,38495000.0
2024-03-31,Hedge Fund - Event Driven,Information Technology,-93165000.0,117195000.0
2024-03-31,Hedge Fund - Event Driven,Materials,-21646500.0,21646500.0
2024-03-31,Hedge Fund - Event Driven,Real Estate,1563962.522246179,1563962.522246179
2024-03-31,Hedge Fund - Event Driven,Unclassified,-298387713.04,1541932349.76
2024-03-31,Hedge Fund - Event Driven,Utilities,0.0,0.0
2024-03-31,Hedge Fund - Global Macro,Communication Services,621849467.569802,1143050439.4020936
2024-03-31,Hedge Fund - Global Macro,Consumer Discretionary,136847954.82163104,1198604512.0436962
2024-03-31,Hedge Fund - Global Macro,Consumer Staples,-394513812.4543309,1266677308.9261632
2024-03-31,Hedge Fund - Global Macro,ETF - Broad Equity,2857028574.1818466,3240480227.5917797
2024-03-31,Hedge Fund - Global Macro,ETF - Commodity,-5864280.955840718,17126172.804159284
2024-03-31,Hedge Fund - Global Macro,ETF - Fixed Income,71690162.81688577,88001247.72326614
2024-03-31,Hedge Fund - Global Macro,ETF - International Equity,-153589035.46461472,235846121.81165698
2024-03-31,Hedge Fund - Global Macro,ETF - Sector,283990274.4177391,395966666.7141391
2024-03-31,Hedge Fund - Global Macro,ETF - Thematic,1933488.9768261875,1933488.9768261875
2024-03-31,Hedge Fund - Global Macro,Energy,-83392668.87786011,880753692.8160434
2024-03-31,Hedge Fund - Global Macro,Financials,-134730072.22615954,1474976342.7150655
2024-03-31,Hedge Fund - Global Macro,Health Care,-332846864.378114,1548451446.7455447
2024-03-31,Hedge Fund - Global Macro,Industrials,-49621531.38287475,530230669.507132
2024-03-31,Hedge Fund - Global Macro,Information Technology,1121160118.9329412,2359963837.353526
2024-03-31,Hedge Fund - Global Macro,Materials,2268940.5828570956,320330903.24154824
2024-03-31,Hedge Fund - Global Macro,Real Estate,-124801648.09643182,459273388.29519665
2024-03-31,Hedge Fund - Global Macro,Unclassified,-341255814.587761,7120665199.343743
2024-03-31,Hedge Fund - Global Macro,Utilities,-52785180.95962798,97775057.00400808
2024-03-31,Hedge Fund - Long/Short,Communication Services,-1339577749.7365904,2395681929.391354
2024-03-31,Hedge Fund - Long/Short,Consumer Discretionary,-549006005.890509,2086917845.6932178
2024-03-31,Hedge Fund - Long/Short,Consumer Staples,340399028.7208322,1050142861.1018261
2024-03-31,Hedge Fund - Long/Short,ETF - Broad Equity,254313510.00000006,436138890.00000006
2024-03-31,Hedge Fund - Long/Short,ETF - Commodity,-19743900.0,19743900.0
2024-03-31,Hedge Fund - Long/Short,Energy,-27354173.69185052,796801658.6655461
2024-03-31,Hedge Fund - Long/Short,Financials,-998912435.3020402,3497242901.601569
2024-03-31,Hedge Fund - Long/Short,Health Care,-440061883.13412344,4940368241.223497
2024-03-31,Hedge Fund - Long/Short,Industrials,-2642818320.8309317,3273008167.1516075
2024-03-31,Hedge Fund - Long/Short,Information Technology,1694862597.5398428,2420406493.0824723
2024-03-31,Hedge Fund - Long/Short,Materials,39641333.534078464,187845560.8407288
2024-03-31,Hedge Fund - Long/Short,Real Estate,53166045.23288698,280065731.3637829
2024-03-31,Hedge Fund - Long/Short,Unclassified,1050770944.1362433,15556273061.71915
2024-03-31,Hedge Fund - Long/Short,Utilities,32445410.11309269,95592487.55309269
2024-03-31,Hedge Fund - Long/Short Growth,Communication Services,19752536.294456247,4359021209.053026
2024-03-31,Hedge Fund - Long/Short Growth,Consumer Discretionary,-387369051.09060633,1930086488.8048198
2024-03-31,Hedge Fund - Long/Short Growth,Consumer Staples,335818267.57098866,335818267.57098866
2024-03-31,Hedge Fund - Long/Short Growth,ETF - Broad Equity,31208971.0,68298045.0
2024-03-31,Hedge Fund - Long/Short Growth,Energy,594814421.0,726146693.0
2024-03-31,Hedge Fund - Long/Short Growth,Financials,-441182493.0744366,1675367446.731903
2024-03-31,Hedge Fund - Long/Short Growth,Health Care,-1104156766.0317626,1221771024.280503
2024-03-31,Hedge Fund - Long/Short Growth,Industrials,-271598750.9594678,271598750.9594678
2024-03-31,Hedge Fund - Long/Short Growth,Information Technology,-973963662.5219834,9462835133.795712
2024-03-31,Hedge Fund - Long/Short Growth,Materials,-85474801.0,85474801.0
2024-03-31,Hedge Fund - Long/Short Growth,Real Estate,-123857272.96870899,123857272.96870899
2024-03-31,Hedge Fund - Long/Short Growth,Unclassified,-313226920.0961578,5837697052.064804
2024-03-31,Hedge Fund - Long/Short Growth,Utilities,27343767.838230133,27343767.838230133
2024-03-31,Hedge Fund - Multi-strategy,Communication Services,-12263477678.239876,23111109570.11281
2024-03-31,Hedge Fund - Multi-strategy,Consumer Discretionary,-8245476021.527314,24624117605.618404
2024-03-31,Hedge Fund - Multi-strategy,Consumer Staples,1818821676.5288334,8381627036.411682
2024-03-31,Hedge Fund - Multi-strategy,ETF - Broad Equity,-42005872774.87521,65485214643.47701
2024-03-31,Hedge Fund - Multi-strategy,ETF - Commodity,-424020394.45736474,1317056204.8536506
2024-03-31,Hedge Fund - Multi-strategy,ETF - Fixed Income,-1619456669.571372,7486223660.970416
2024-03-31,Hedge Fund - Multi-strategy,ETF - International Equity,2496735046.184024,3429331802.764906
2024-03-31,Hedge Fund - Multi-strategy,ETF - Sector,-2346564186.5342097,7241100959.624921
2024-03-31,Hedge Fund - Multi-strategy,ETF - Thematic,-219740818.98075098,556436238.4822676
2024-03-31,Hedge Fund - Multi-strategy,Energy,-311811558.46131694,12357064210.119246
2024-03-31,Hedge Fund - Multi-strategy,Financials,1222302893.3805902,25211588653.065815
2024-03-31,Hedge Fund - Multi-strategy,Health Care,-1358685947.441869,22546210387.50734
2024-03-31,Hedge Fund - Multi-strategy,Industrials,-1238284707.3414395,9637903235.057482
2024-03-31,Hedge Fund - Multi-strategy,Information Technology,2201973907.0681376,49709780220.05812
2024-03-31,Hedge Fund - Multi-strategy,Materials,897064989.8173343,3611532415.711491
2024-03-31,Hedge Fund - Multi-strategy,Real Estate,-337875068.04726833,2720697653.403712
2024-03-31,Hedge Fund - Multi-strategy,Unclassified,4028597683.0228214,144377109635.15714
2024-03-31,Hedge Fund - Multi-strategy,Utilities,77644307.87764826,1026127586.654871
2024-03-31,Hedge Fund - Opportunistic,Communication Services,-385330950.0,389704950.0
2024-03-31,Hedge Fund - Opportunistic,Consumer Discretionary,721759838.0,784810158.0
2024-03-31,Hedge Fund - Opportunistic,ETF - Broad Equity,153446250.0,153446250.0
2024-03-31,Hedge Fund - Opportunistic,ETF - Thematic,-133543500.0,133543500.0
2024-03-31,Hedge Fund - Opportunistic,Energy,-17892056.982104078,17892056.982104078
2024-03-31,Hedge Fund - Opportunistic,Health Care,-31723155.000000004,31723155.000000004
2024-03-31,Hedge Fund - Opportunistic,Industrials,-298947850.0,415519350.0
2024-03-31,Hedge Fund - Opportunistic,Information Technology,-186290830.0,910666330.0
2024-03-31,Hedge Fund - Opportunistic,Unclassified,91903748.0,356038568.0
2024-03-31,Hedge Fund - Quant,Communication Services,-1076411.7074338794,3630340520.0053306
2024-03-31,Hedge Fund - Quant,Consumer Discretionary,-861111956.1242537,5322117246.624833
2024-03-31,Hedge Fund - Quant,Consumer Staples,366287654.74845445,3521555058.638426
2024-03-31,Hedge Fund - Quant,ETF - Broad Equity,-152117422.0126555,3308660252.653892
2024-03-31,Hedge Fund - Quant,ETF - Commodity,-201287070.0566748,345316147.3233014
2024-03-31,Hedge Fund - Quant,ETF - Fixed Income,-264907007.22738585,761618956.7339061
2024-03-31,Hedge Fund - Quant,ETF - International Equity,26171241.553146206,96634993.17387652
2024-03-31,Hedge Fund - Quant,ETF - Sector,-9230006.80883413,962939282.3067544
2024-03-31,Hedge Fund - Quant,ETF - Thematic,-54815483.2,54821747.2
2024-03-31,Hedge Fund - Quant,Energy,196409196.27910507,2760612801.1509266
2024-03-31,Hedge Fund - Quant,Financials,816711787.776682,6262199174.717149
2024-03-31,Hedge Fund - Quant,Health Care,-1351375128.0364287,7280180830.578256
2024-03-31,Hedge Fund - Quant,Industrials,357664857.34643024,1894920134.0317576
2024-03-31,Hedge Fund - Quant,Information Technology,-2764448487.065606,8187051504.447867
2024-03-31,Hedge Fund - Quant,Materials,147100946.87723264,1124864298.769375
2024-03-31,Hedge Fund - Quant,Real Estate,63004408.59425105,560356912.4931719
2024-03-31,Hedge Fund - Quant,Unclassified,1835465915.2395926,39022863700.381615
2024-03-31,Hedge Fund - Quant,Utilities,-26427558.066380575,600821811.4768591
2024-03-31,Hedge Fund - Value,Communication Services,82183034.31824093,83701976.55652595
2024-03-31,Hedge Fund - Value,ETF - Broad Equity,-264964.24558417016,939439.376178551
2024-03-31,Hedge Fund - Value,ETF - Commodity,-24678965.922241565,33034957.061278995
2024-03-31,Hedge Fund - Value,Energy,-68633513.52,68633513.52
2024-03-31,Hedge Fund - Value,Financials,15264860.600144684,54934005.399855316
2024-03-31,Hedge Fund - Value,Health Care,-44438893.03130427,46029936.80486129
2024-03-31,Hedge Fund - Value,Materials,-21592324.43520792,21592324.43520792
2024-03-31,Hedge Fund - Value,Real Estate,-82735.0,82735.0
2024-03-31,Hedge Fund - Value,Unclassified,42037172.614535116,271224677.5916067
2024-03-31,Hedge Fund - Value,Utilities,-11763934.121718181,11763934.121718181
2024-03-31,Market Maker - Quant,Communication Services,-11119114852.24184,16516404591.965664
